Name,College,Years_Played,First_Season,Last_Season,Games_Played,Games_Started,Link
Morlon Greenwood,Syracuse,8,2001,2008,125,108,https://www.profootballarchives.com/players/g/gree12910.html
Al Greer,Jackson,State,1,1963,1963,1,https://www.profootballarchives.com/players/g/gree13000.html
Charlie Greer,Colorado,7,1968,1974,88,84,https://www.profootballarchives.com/players/g/gree13200.html
Curtis Greer,Michigan,7,1980,1987,94,78,https://www.profootballarchives.com/players/g/gree13400.html
Donovan Greer,Texas,A&M,7,1997,2002,50,https://www.profootballarchives.com/players/g/gree13500.html
Jabari Greer,Tennessee,10,2004,2013,133,86,https://www.profootballarchives.com/players/g/gree13550.html
Jim Greer,Elizabeth,City,State,1,1960,1960,https://www.profootballarchives.com/players/g/gree13600.html
Terry Greer,Alabama,State,5,1986,1990,50,https://www.profootballarchives.com/players/g/gree13800.html
Ted Grefe,Northwestern,1,1945,1945,2,0,https://www.profootballarchives.com/players/g/gref00200.html
Edd Gregg,Kentucky,1,1922,1922,2,2,https://www.profootballarchives.com/players/g/greg00200.html
Forrest Gregg,Southern,Methodist,15,1956,1971,192,https://www.profootballarchives.com/players/g/greg00400.html
Kelly Gregg,Oklahoma,11,1999,2011,153,137,https://www.profootballarchives.com/players/g/greg00550.html
Bob Gregor,Washington,State,4,1981,1984,30,https://www.profootballarchives.com/players/g/greg00600.html
Ben Gregory,Nebraska,1,1968,1968,6,6,https://www.profootballarchives.com/players/g/greg00800.html
Bill Gregory,Wisconsin,10,1971,1980,142,63,https://www.profootballarchives.com/players/g/greg00900.html
Bruce Gregory,Michigan,1,1926,1926,12,11,https://www.profootballarchives.com/players/g/greg01000.html
Damian Gregory,Indiana;,Illinois,State,3,2001,2004,https://www.profootballarchives.com/players/g/greg01040.html
Frank Gregory,Williams,1,1924,1924,3,0,https://www.profootballarchives.com/players/g/greg01200.html
Garland Gregory,Louisiana,Tech,2,1946,1947,27,https://www.profootballarchives.com/players/g/greg01400.html
Glynn Gregory,Southern,Methodist,2,1961,1962,20,https://www.profootballarchives.com/players/g/greg01600.html
Jack Gregory,Alabama;,Tennessee-Chattanooga,1,1941,1941,7,https://www.profootballarchives.com/players/g/greg01800.html
Jack Gregory,Tennessee-Chattanooga;,Delta,State,13,1967,1979,https://www.profootballarchives.com/players/g/greg02000.html
Ken Gregory,Whittier,3,1961,1963,30,3,https://www.profootballarchives.com/players/g/greg02200.html
Mike Gregory,Denison,1,1931,1931,7,3,https://www.profootballarchives.com/players/g/greg02400.html
Randy Gregory,Arizona,Western,JC;,Nebraska,8,2015,https://www.profootballarchives.com/players/g/greg02450.html
Steve Gregory,Syracuse,8,2006,2013,111,54,https://www.profootballarchives.com/players/g/greg02540.html
Ted Gregory,Syracuse,1,1988,1988,3,0,https://www.profootballarchives.com/players/g/greg02600.html
Chris Greisen,Northwest,Missouri,State,2,1999,2000,https://www.profootballarchives.com/players/g/grei00600.html
Nick Greisen,Wisconsin,7,2002,2008,98,33,https://www.profootballarchives.com/players/g/grei00650.html
Hank Gremminger,Baylor,11,1956,1966,129,103,https://www.profootballarchives.com/players/g/grem00200.html
Keith Grennan,Central,Washington;,Eastern,Washington,1,2008,https://www.profootballarchives.com/players/g/gren00600.html
Bob Gresham,West,Virginia,6,1971,1976,75,https://www.profootballarchives.com/players/g/gres00200.html
Clint Gresham,Oklahoma;,Texas,Christian,6,2010,2015,https://www.profootballarchives.com/players/g/gres00230.html
Jermaine Gresham,Oklahoma,9,2010,2018,132,118,https://www.profootballarchives.com/players/g/gres00250.html
Visco Grgich,Santa,Clara,7,1946,1952,76,https://www.profootballarchives.com/players/g/grgi00200.html
Billy Gribben,Case,Tech,1,1926,1926,3,https://www.profootballarchives.com/players/g/grib00200.html
Marion Grice,Blinn,JC;,Arizona,State,1,2014,https://www.profootballarchives.com/players/g/gric00300.html
Shane Grice,Itawamba,CC;,Mississippi,1,2001,2001,https://www.profootballarchives.com/players/g/gric00400.html
Antonio Grier,South,Florida;,Arkansas,1,2024,2024,https://www.profootballarchives.com/players/g/grie00085.html
Marrio Grier,Clemson;,Tennessee-Chattanooga,2,1996,1997,32,https://www.profootballarchives.com/players/g/grie00150.html
Rosey Grier,Penn,State,11,1955,1966,141,https://www.profootballarchives.com/players/g/grie00200.html
Will Grier,Florida;,West,Virginia,1,2019,2019,https://www.profootballarchives.com/players/g/grie00240.html
Bob Griese,Purdue,14,1967,1980,161,151,https://www.profootballarchives.com/players/g/grie00400.html
Brian Griese,Michigan,11,1998,2008,93,83,https://www.profootballarchives.com/players/g/grie00600.html
Everson Griffen,Southern,California,13,2010,2021,170,https://www.profootballarchives.com/players/g/grif00100.html
Hal Griffen,Iowa,4,1926,1932,22,16,https://www.profootballarchives.com/players/g/grif00200.html
Archie Griffin,Ohio,State,7,1976,1982,98,https://www.profootballarchives.com/players/g/grif00400.html
Bob Griffin,Arkansas,6,1953,1961,49,28,https://www.profootballarchives.com/players/g/grif00600.html
Bobbie Griffin,Baylor,1,1951,1951,12,6,https://www.profootballarchives.com/players/g/grif00800.html
Cedric Griffin,Texas,7,2006,2012,89,72,https://www.profootballarchives.com/players/g/grif00830.html
Cornelius Griffin,Pearl,River,CC;,Alabama,10,2000,https://www.profootballarchives.com/players/g/grif00880.html
Courtney Griffin,Fresno,State,1,1993,1993,7,https://www.profootballarchives.com/players/g/grif00900.html
Damon Griffin,Oregon,2,1999,2000,21,0,https://www.profootballarchives.com/players/g/grif00950.html
Don Griffin,Illinois,1,1946,1946,13,4,https://www.profootballarchives.com/players/g/grif01100.html
Don Griffin,Middle,Tennessee,State,11,1986,1996,https://www.profootballarchives.com/players/g/grif01200.html
Garrett Griffin,Air,Force,4,2017,2022,21,https://www.profootballarchives.com/players/g/grif01295.html
James Griffin,Middle,Tennessee,State,7,1983,1989,https://www.profootballarchives.com/players/g/grif01600.html
Jeff Griffin,Utah,6,1981,1987,50,23,https://www.profootballarchives.com/players/g/grif01800.html
Jim Griffin,Grambling,State,3,1966,1968,42,https://www.profootballarchives.com/players/g/grif02000.html
John Griffin,Memphis,4,1963,1966,36,17,https://www.profootballarchives.com/players/g/grif02100.html
John Griffin,Northeastern;,Massachusetts,1,2012,2012,1,https://www.profootballarchives.com/players/g/grif02110.html
Keith Griffin,Miami,(Florida),5,1984,1988,65,https://www.profootballarchives.com/players/g/grif02200.html
Kris Griffin,Penn,State-Beaver;,Indiana,(Pennsylvania),4,2005,https://www.profootballarchives.com/players/g/grif02250.html
Larry Griffin,North,Carolina,8,1986,1993,89,https://www.profootballarchives.com/players/g/grif02400.html
Leonard Griffin,Grambling,State,8,1986,1993,103,https://www.profootballarchives.com/players/g/grif02600.html
Michael Griffin,Texas,10,2007,2016,154,139,https://www.profootballarchives.com/players/g/grif02660.html
Quentin Griffin,Oklahoma,2,2003,2004,16,5,https://www.profootballarchives.com/players/g/grif02770.html
Ray Griffin,Ohio,State,7,1978,1984,88,https://www.profootballarchives.com/players/g/grif02800.html
Robert Griffin,Baylor,7,2012,2020,56,42,https://www.profootballarchives.com/players/g/grif02860.html
Ryan Griffin,Connecticut,10,2013,2022,134,68,https://www.profootballarchives.com/players/g/grif02900.html
Ryan Griffin,Tulane,1,2019,2019,2,0,https://www.profootballarchives.com/players/g/grif02901.html
Shaquem Griffin,Central,Florida,3,2018,2020,46,https://www.profootballarchives.com/players/g/grif02940.html
Shaquill Griffin,Central,Florida,9,2017,2024,106,https://www.profootballarchives.com/players/g/grif02950.html
Steve Griffin,Clemson,1,1987,1987,4,0,https://www.profootballarchives.com/players/g/grif03000.html
Steve Griffin,Purdue,1,1987,1987,2,0,https://www.profootballarchives.com/players/g/grif03100.html
Steve Griffin,Tennessee,State,1,1987,1987,1,https://www.profootballarchives.com/players/g/grif03200.html
Wade Griffin,Mississippi,5,1977,1981,77,63,https://www.profootballarchives.com/players/g/grif03400.html
Nakia Griffin-Stewart,Rutgers;,Pittsburgh,1,2021,2021,1,https://www.profootballarchives.com/players/g/grif03480.html
Glynn Griffing,Mississippi,1,1963,1963,13,0,https://www.profootballarchives.com/players/g/grif03600.html
Forrest Griffith,Kansas,2,1950,1951,17,9,https://www.profootballarchives.com/players/g/grif04000.html
Homer Griffith,Southern,California,1,1934,1934,9,https://www.profootballarchives.com/players/g/grif04200.html
Howard Griffith,Illinois,8,1993,2000,121,87,https://www.profootballarchives.com/players/g/grif04250.html
Jonas Griffith,Indiana,State,2,2021,2022,22,https://www.profootballarchives.com/players/g/grif04275.html
Justin Griffith,Mississippi,State,7,2003,2009,96,https://www.profootballarchives.com/players/g/grif04280.html
Rich Griffith,Arizona,7,1993,2000,90,19,https://www.profootballarchives.com/players/g/grif04300.html
Robert Griffith,San,Diego,State,13,1994,2006,https://www.profootballarchives.com/players/g/grif04350.html
Russell Griffith,Utah,State;,Weber,State,1,1987,https://www.profootballarchives.com/players/g/grif04370.html
Red Griffiths,Penn,State,1,1921,1921,1,https://www.profootballarchives.com/players/g/grif04400.html
Johnny Grigas,Holy,Cross,5,1943,1947,51,https://www.profootballarchives.com/players/g/grig00200.html
Cecil Grigg,Austin;,Dallas,8,1920,1927,51,https://www.profootballarchives.com/players/g/grig00400.html
Forrest Grigg,Tulsa,7,1946,1952,80,44,https://www.profootballarchives.com/players/g/grig00600.html
Anthony Griggs,Villanova;,Ohio,State,7,1982,1988,https://www.profootballarchives.com/players/g/grig00800.html
Billy Griggs,Virginia,5,1985,1989,64,16,https://www.profootballarchives.com/players/g/grig01000.html
David Griggs,Virginia,6,1989,1994,78,60,https://www.profootballarchives.com/players/g/grig01100.html
Hal Griggs,Butler,1,1926,1926,5,5,https://www.profootballarchives.com/players/g/grig01200.html
Perry Griggs,Troy,1,1977,1977,1,0,https://www.profootballarchives.com/players/g/grig01400.html
Frank Grigonis,Tennessee-Chattanooga,1,1942,1942,10,2,https://www.profootballarchives.com/players/g/grig01600.html
Boomer Grigsby,Illinois,State,4,2005,2008,45,https://www.profootballarchives.com/players/g/grig01670.html
Nicholas Grigsby,Pittsburgh,4,2016,2018,23,0,https://www.profootballarchives.com/players/g/grig01692.html
Otis Grigsby,Kentucky,3,2007,2008,16,1,https://www.profootballarchives.com/players/g/grig01700.html
Bob Grim,Oregon,State,11,1967,1977,134,https://www.profootballarchives.com/players/g/grim00200.html
Xavier Grimble,Southern,California,4,2016,2019,47,https://www.profootballarchives.com/players/g/grim00300.html
Billy Joe,Grimes,Oklahoma,State,4,1949,1952,https://www.profootballarchives.com/players/g/grim00400.html
Brent Grimes,Shippensburg,12,2007,2018,148,132,https://www.profootballarchives.com/players/g/grim00500.html
George Grimes,Virginia;,North,Carolina;,Virginia,1,1948,https://www.profootballarchives.com/players/g/grim00600.html
Jonathan Grimes,William,&,Mary,6,2012,2016,https://www.profootballarchives.com/players/g/grim00720.html
Phil Grimes,Central,Missouri,1,1987,1987,2,https://www.profootballarchives.com/players/g/grim00800.html
Randy Grimes,Baylor,9,1983,1992,118,104,https://www.profootballarchives.com/players/g/grim01000.html
Reggie Grimes,Alabama,1,2000,2000,8,0,https://www.profootballarchives.com/players/g/grim01050.html
Cody Grimm,Virginia,Tech,3,2010,2012,23,https://www.profootballarchives.com/players/g/grim01180.html
Dan Grimm,Colorado,8,1963,1969,80,43,https://www.profootballarchives.com/players/g/grim01200.html
Russ Grimm,Pittsburgh,11,1981,1991,140,114,https://www.profootballarchives.com/players/g/grim01400.html
Ed Grimsley,Akron,1,1987,1987,5,3,https://www.profootballarchives.com/players/g/grim01600.html
John Grimsley,Kentucky,9,1984,1993,133,88,https://www.profootballarchives.com/players/g/grim01800.html
David Grinnage,North,Carolina,State,1,2018,2018,https://www.profootballarchives.com/players/g/grin00200.html
Tyler Grisham,Clemson,1,2009,2009,4,0,https://www.profootballarchives.com/players/g/gris00250.html
Geneo Grissom,Oklahoma,4,2015,2018,37,0,https://www.profootballarchives.com/players/g/gris00360.html
Clif Groce,Texas,A&M,5,1995,2000,47,https://www.profootballarchives.com/players/g/groc00200.html
DeJuan Groce,Nebraska,4,2003,2006,54,20,https://www.profootballarchives.com/players/g/groc00230.html
Ron Groce,Macalester,1,1976,1976,4,0,https://www.profootballarchives.com/players/g/groc00400.html
Steve Grogan,Kansas,State,16,1975,1990,149,https://www.profootballarchives.com/players/g/grog00200.html
Bill Groman,Heidelberg,6,1960,1965,66,36,https://www.profootballarchives.com/players/g/grom00200.html
Chris Gronkowski,Maryland;,Arizona,3,2010,2012,35,https://www.profootballarchives.com/players/g/gron00480.html
Dan Gronkowski,Maryland,4,2009,2011,21,5,https://www.profootballarchives.com/players/g/gron00500.html
Glenn Gronkowski,Kansas,State,1,2016,2016,1,https://www.profootballarchives.com/players/g/gron00510.html
Rob Gronkowski,Arizona,11,2010,2021,143,128,https://www.profootballarchives.com/players/g/gron00530.html
Andy Groom,Ohio,State,1,2005,2005,2,https://www.profootballarchives.com/players/g/groo00050.html
Jerry Groom,Notre,Dame,5,1951,1955,59,https://www.profootballarchives.com/players/g/groo00200.html
Mel Groomes,Indiana,2,1948,1949,12,4,https://www.profootballarchives.com/players/g/groo00400.html
Elois Grooms,Tennessee,Tech,12,1975,1987,138,https://www.profootballarchives.com/players/g/groo00600.html
Matt Grootegoed,Southern,California,1,2005,2005,3,https://www.profootballarchives.com/players/g/groo01000.html
Earl Gros,Louisiana,State,9,1962,1970,108,https://www.profootballarchives.com/players/g/gros00200.html
Al Gross,Arizona,5,1983,1987,58,38,https://www.profootballarchives.com/players/g/gros00400.html
Andy Gross,Auburn,2,1967,1968,28,0,https://www.profootballarchives.com/players/g/gros00500.html
George Gross,Auburn,5,1963,1967,70,47,https://www.profootballarchives.com/players/g/gros00600.html
Jordan Gross,Utah,11,2003,2013,167,167,https://www.profootballarchives.com/players/g/gros00730.html
Lee Gross,Auburn,4,1975,1979,48,0,https://www.profootballarchives.com/players/g/gros00800.html
Lee Grosscup,Washington;,Santa,Monica,JC;,Utah,3,https://www.profootballarchives.com/players/g/gros01200.html
Burt Grossman,Pittsburgh,6,1989,1994,86,73,https://www.profootballarchives.com/players/g/gros01300.html
Jack Grossman,Rutgers,3,1932,1935,34,15,https://www.profootballarchives.com/players/g/gros01400.html
Randy Grossman,Temple,8,1974,1981,118,45,https://www.profootballarchives.com/players/g/gros01600.html
Rex Grossman,Indiana,4,1948,1950,36,1,https://www.profootballarchives.com/players/g/gros01800.html
Rex Grossman,Florida,9,2003,2011,54,47,https://www.profootballarchives.com/players/g/gros01830.html
Yetur Gross-Matos,Penn,State,5,2020,2024,66,https://www.profootballarchives.com/players/g/gros01850.html
George Grosvenor,Colorado,4,1935,1937,32,18,https://www.profootballarchives.com/players/g/gros02000.html
Jeff Groth,Bowling,Green,State,8,1979,1985,https://www.profootballarchives.com/players/g/grot00200.html
Bob Grottkau,Oregon,3,1959,1961,35,11,https://www.profootballarchives.com/players/g/grot00400.html
Jake Grove,Virginia,Tech,6,2004,2009,66,https://www.profootballarchives.com/players/g/grov00150.html
Roger Grove,Michigan,State,5,1931,1935,51,https://www.profootballarchives.com/players/g/grov00200.html
George Groves,Marquette,2,1947,1948,9,0,https://www.profootballarchives.com/players/g/grov00400.html
Quentin Groves,Auburn,7,2008,2014,100,32,https://www.profootballarchives.com/players/g/grov00550.html
Monty Grow,Florida,2,1994,1995,19,1,https://www.profootballarchives.com/players/g/grow00200.html
Ryan Groy,Wisconsin,7,2014,2020,67,20,https://www.profootballarchives.com/players/g/groy00200.html
Lou Groza,Ohio,State,21,1946,1967,268,https://www.profootballarchives.com/players/g/groz00200.html
Ben Grubbs,Auburn,9,2007,2015,129,125,https://www.profootballarchives.com/players/g/grub00100.html
Charlie Grube,Michigan,1,1926,1926,2,1,https://www.profootballarchives.com/players/g/grub00200.html
Frank Grube,Lafayette,1,1928,1928,11,10,https://www.profootballarchives.com/players/g/grub00400.html
Bob Gruber,Pittsburgh,1,1987,1987,1,0,https://www.profootballarchives.com/players/g/grub00500.html
Herb Gruber,none,3,1921,1923,7,7,https://www.profootballarchives.com/players/g/grub00600.html
Paul Gruber,Wisconsin,12,1988,1999,183,183,https://www.profootballarchives.com/players/g/grub00800.html
Kamu Grugier-Hill,Eastern,Illinois,10,2016,2024,132,https://www.profootballarchives.com/players/g/grug00200.html
Sam Gruneisen,Villanova,12,1962,1973,130,105,https://www.profootballarchives.com/players/g/grun00200.html
Tim Grunhard,Notre,Dame,11,1990,2000,169,https://www.profootballarchives.com/players/g/grun00400.html
Blake Grupe,Arkansas,State;,Notre,Dame,2,2023,https://www.profootballarchives.com/players/g/grup00100.html
Bob Grupp,Duke,3,1979,1981,41,0,https://www.profootballarchives.com/players/g/grup00200.html
Mike Gruttadauria,Central,Florida,7,1996,2002,81,https://www.profootballarchives.com/players/g/grut00200.html
Al Grygo,South,Carolina,2,1944,1945,19,https://www.profootballarchives.com/players/g/gryg00200.html
Aaron Grymes,Idaho,1,2016,2016,1,0,https://www.profootballarchives.com/players/g/grym00100.html
Darrell Grymes,Central,State,(Ohio),1,1987,1987,https://www.profootballarchives.com/players/g/grym00200.html
Chick Guarnieri,Notre,Dame;,Niagara;,Canisius,2,1924,https://www.profootballarchives.com/players/g/guar00200.html
Pat Gucciardo,Kent,State,1,1966,1966,1,https://www.profootballarchives.com/players/g/gucc00200.html
Pete Gudauskas,Murray,State,4,1940,1945,26,https://www.profootballarchives.com/players/g/guda00200.html
Len Gudd,Temple,1,1934,1934,1,0,https://www.profootballarchives.com/players/g/gudd00200.html
Henry Gude,Vanderbilt,1,1946,1946,2,0,https://www.profootballarchives.com/players/g/gude00200.html
Scotty Gudmundson,George,Washington,2,1944,1945,17,https://www.profootballarchives.com/players/g/gudm00200.html
Mike Guendling,Northwestern,1,1985,1985,9,0,https://www.profootballarchives.com/players/g/guen00200.html
Jim Gueno,Tulane,5,1976,1980,75,7,https://www.profootballarchives.com/players/g/guen00400.html
Gregg Guenther,Southern,California,1,2005,2005,5,https://www.profootballarchives.com/players/g/guen00580.html
Isaac Guerendo,Wisconsin;,Louisville,1,2024,2024,16,https://www.profootballarchives.com/players/g/guer00030.html
Dick Guesman,West,Virginia,5,1960,1964,59,https://www.profootballarchives.com/players/g/gues00200.html
Terry Guess,Georgia,Military,JC;,Gardner-Webb,1,1996,https://www.profootballarchives.com/players/g/gues00600.html
Roy Guffey,Oklahoma,1,1926,1926,9,9,https://www.profootballarchives.com/players/g/guff00200.html
Neal Guggemos,St.,Thomas,3,1986,1988,27,https://www.profootballarchives.com/players/g/gugg00200.html
Ralph Guglielmi,Notre,Dame,8,1955,1963,67,https://www.profootballarchives.com/players/g/gugl00200.html
Derrius Guice,Louisiana,State,1,2019,2019,5,https://www.profootballarchives.com/players/g/guic00080.html
Javelin Guidry,Utah,3,2020,2022,33,5,https://www.profootballarchives.com/players/g/guid00190.html
Kevin Guidry,Louisiana,State,2,1988,1989,17,https://www.profootballarchives.com/players/g/guid00200.html
Paul Guidry,Louisiana,State;,McNeese,State,8,1966,https://www.profootballarchives.com/players/g/guid00400.html
Rusty Guilbeau,McNeese,State,6,1982,1987,57,https://www.profootballarchives.com/players/g/guil00200.html
John Guillory,Oakland,CC;,Stanford,2,1969,1970,https://www.profootballarchives.com/players/g/guil00400.html
Tony Guillory,Nebraska;,Lamar,4,1965,1969,53,https://www.profootballarchives.com/players/g/guil00600.html
Letroy Guion,Florida,State,9,2008,2016,112,https://www.profootballarchives.com/players/g/guio00200.html
Mike Gulian,Brown,5,1923,1927,46,42,https://www.profootballarchives.com/players/g/guli00200.html
Eric Guliford,Arizona,State,5,1993,1998,52,https://www.profootballarchives.com/players/g/guli00400.html
David Gulledge,Jacksonville,State,1,1992,1992,4,https://www.profootballarchives.com/players/g/gull00200.html
Don Gulseth,North,Dakota,1,1966,1966,5,https://www.profootballarchives.com/players/g/guls00200.html
George Gulyanics,Jones,County,JC,6,1947,1952,https://www.profootballarchives.com/players/g/guly00200.html
Mike Guman,Penn,State,9,1980,1988,106,https://www.profootballarchives.com/players/g/guma00200.html
Jose Gumbs,Monmouth,(New,Jersey),1,2013,2013,https://www.profootballarchives.com/players/g/gumb00200.html
Andy Gump,Rose-Hulman,1,1922,1922,3,0,https://www.profootballarchives.com/players/g/gump00200.html
Bob Gunderman,Virginia,1,1957,1957,4,0,https://www.profootballarchives.com/players/g/gund00200.html
Harry Gunderson,none,2,1920,1921,7,6,https://www.profootballarchives.com/players/g/gund00400.html
Greyson Gunheim,Washington,1,2008,2008,3,0,https://www.profootballarchives.com/players/g/gunh00200.html
Harland Gunn,Miami,(Florida),2,2013,2014,13,https://www.profootballarchives.com/players/g/gunn00500.html
Jimmy Gunn,Southern,California,8,1970,1976,86,https://www.profootballarchives.com/players/g/gunn00600.html
Lance Gunn,Texas,1,1993,1993,8,8,https://www.profootballarchives.com/players/g/gunn00800.html
Mark Gunn,Merced,JC;,Pittsburgh,7,1991,1996,https://www.profootballarchives.com/players/g/gunn01000.html
Riley Gunnels,Georgia,7,1960,1966,91,52,https://www.profootballarchives.com/players/g/gunn01200.html
Harry Gunner,Cisco,JC;,Oregon,State,3,1968,https://www.profootballarchives.com/players/g/gunn01400.html
Jeff Gunter,Coastal,Carolina;,North,Carolina,State;,Coastal,https://www.profootballarchives.com/players/g/gunt00130.html
LaDarius Gunter,Fort,Scott,CC;,Miami,(Florida),4,https://www.profootballarchives.com/players/g/gunt00140.html
Michael Gunter,Tulsa,1,1984,1984,4,0,https://www.profootballarchives.com/players/g/gunt00200.html
Rodney Gunter,Delaware,State,5,2015,2019,77,https://www.profootballarchives.com/players/g/gunt00300.html
Buck Gurley,Florida,1,2002,2002,8,0,https://www.profootballarchives.com/players/g/gurl00100.html
Todd Gurley,Georgia,6,2015,2020,88,87,https://www.profootballarchives.com/players/g/gurl00590.html
Tori Gurley,South,Carolina,1,2013,2013,3,https://www.profootballarchives.com/players/g/gurl00600.html
Andre Gurode,Colorado,11,2002,2013,161,131,https://www.profootballarchives.com/players/g/guro00200.html
Al Gursky,Penn,State,1,1963,1963,2,https://www.profootballarchives.com/players/g/gurs00200.html
Mike Gussie,West,Virginia,1,1940,1940,8,https://www.profootballarchives.com/players/g/guss00200.html
Ed Gustafson,George,Washington;,Dartmouth;,George,Washington,2,https://www.profootballarchives.com/players/g/gust00200.html
Jim Gustafson,St.,Thomas,4,1986,1989,58,https://www.profootballarchives.com/players/g/gust00600.html
Porter Gustin,Southern,California,3,2019,2021,26,https://www.profootballarchives.com/players/g/gust00940.html
Grant Guthrie,Florida,State,2,1970,1971,20,https://www.profootballarchives.com/players/g/guth00400.html
Keith Guthrie,Texas,A&M,1,1984,1984,11,https://www.profootballarchives.com/players/g/guth00600.html
Brock Gutierrez,Central,Michigan,9,1997,2005,114,https://www.profootballarchives.com/players/g/guti00200.html
Matt Gutierrez,Michigan;,Idaho,State,2,2007,2009,https://www.profootballarchives.com/players/g/guti00600.html
Sebastian Gutierrez,Minot,State,2,2022,2024,2,https://www.profootballarchives.com/players/g/guti00800.html
Al Gutknecht,Niagara,2,1943,1944,9,0,https://www.profootballarchives.com/players/g/gutk00200.html
Ace Gutowsky,Oklahoma,City,8,1932,1939,88,https://www.profootballarchives.com/players/g/guto00200.html
Bill Gutteron,Nevada-Reno,1,1926,1926,2,1,https://www.profootballarchives.com/players/g/gutt00200.html
Buzz Guy,Duke,5,1958,1961,42,18,https://www.profootballarchives.com/players/g/guy000100.html
Charlie Guy,Washington,&,Jefferson,6,1920,1925,https://www.profootballarchives.com/players/g/guy000200.html
Lawrence Guy,Arizona,State,15,2012,2024,181,https://www.profootballarchives.com/players/g/guy000380.html
Lou Guy,Mississippi,2,1963,1964,11,4,https://www.profootballarchives.com/players/g/guy000400.html
Ray Guy,Southern,Mississippi,14,1973,1986,207,https://www.profootballarchives.com/players/g/guy000600.html
Winston Guy,Kentucky,5,2012,2016,34,5,https://www.profootballarchives.com/players/g/guy001200.html
Thomas Guynes,Michigan,1,1997,1997,4,0,https://www.profootballarchives.com/players/g/guyn00200.html
Joe Guyon,Carlisle,Indian;,Georgia,Tech,8,1920,https://www.profootballarchives.com/players/g/guyo00200.html
Gary Guyton,Georgia,Tech,5,2008,2012,61,https://www.profootballarchives.com/players/g/guyt00100.html
Jalen Guyton,Trinity,Valley,CC;,North,Texas,5,https://www.profootballarchives.com/players/g/guyt00150.html
Myron Guyton,Eastern,Kentucky,7,1989,1995,98,https://www.profootballarchives.com/players/g/guyt00200.html
Tyler Guyton,Texas,Christian;,Oklahoma,1,2024,2024,https://www.profootballarchives.com/players/g/guyt00600.html
John Guzik,Pittsburgh,3,1959,1961,27,1,https://www.profootballarchives.com/players/g/guzi00200.html
John Guzik,Ohio,University,1,1987,1987,3,https://www.profootballarchives.com/players/g/guzi00400.html
Ramon Guzman,Buffalo,1,2007,2007,16,0,https://www.profootballarchives.com/players/g/guzm00400.html
Obum Gwacham,Oregon,State,3,2015,2017,15,https://www.profootballarchives.com/players/g/gwac00200.html
Ross Gwinn,Northwestern,State,(Louisiana),1,1968,1968,https://www.profootballarchives.com/players/g/gwin00200.html
Milo Gwosden,Indiana,(Pennsylvania);,Pittsburgh,1,1925,1925,https://www.profootballarchives.com/players/g/gwos00200.html
Jovaughn Gwyn,South,Carolina,2,2023,2024,2,https://www.profootballarchives.com/players/g/gwyn00200.html
