Name,College,Years_Played,First_Season,Last_Season,Games_Played,Games_Started,Link
Charles Glaze,South,Carolina,State,1,1987,1987,https://www.profootballarchives.com/players/g/glaz00200.html
Delmar Glaze,Maryland,1,2024,2024,17,14,https://www.profootballarchives.com/players/g/glaz00210.html
Bob Glazebrook,Fresno,CC;,Fresno,State,6,1978,https://www.profootballarchives.com/players/g/glaz00400.html
Steve Gleason,Washington,State,7,2000,2006,83,https://www.profootballarchives.com/players/g/glea00900.html
Aaron Glenn,Navarro,JC;,Texas,A&M,15,1994,https://www.profootballarchives.com/players/g/glen00100.html
Bill Glenn,Eastern,Illinois,1,1944,1944,4,https://www.profootballarchives.com/players/g/glen00200.html
Cody Glenn,Nebraska,2,2009,2010,19,0,https://www.profootballarchives.com/players/g/glen00330.html
Cordy Glenn,Georgia,8,2012,2019,97,95,https://www.profootballarchives.com/players/g/glen00350.html
Howard Glenn,Linfield,1,1960,1960,3,3,https://www.profootballarchives.com/players/g/glen00400.html
Jacoby Glenn,Central,Florida,2,2015,2016,8,https://www.profootballarchives.com/players/g/glen00510.html
Jason Glenn,Texas,A&M,6,2001,2006,80,https://www.profootballarchives.com/players/g/glen00530.html
Kerry Glenn,Minnesota,7,1985,1992,74,10,https://www.profootballarchives.com/players/g/glen00600.html
Tarik Glenn,California,10,1997,2006,154,154,https://www.profootballarchives.com/players/g/glen00650.html
Terry Glenn,Ohio,State,12,1996,2007,137,https://www.profootballarchives.com/players/g/glen00700.html
Vencie Glenn,Indiana,State,11,1986,1995,153,https://www.profootballarchives.com/players/g/glen00800.html
George Glennie,Ripon,1,1926,1926,5,1,https://www.profootballarchives.com/players/g/glen01000.html
Mike Glennon,North,Carolina,State,8,2013,2021,https://www.profootballarchives.com/players/g/glen01300.html
Eddie Glick,Lawrence,1,1922,1922,5,1,https://www.profootballarchives.com/players/g/glic00200.html
Freddy Glick,Colorado,State,8,1959,1966,86,https://www.profootballarchives.com/players/g/glic00400.html
Gary Glick,Colorado,State,8,1956,1963,73,https://www.profootballarchives.com/players/g/glic00600.html
Norm Glockson,none,1,1922,1922,1,1,https://www.profootballarchives.com/players/g/gloc00200.html
Fred Gloden,Tulane,2,1941,1946,13,0,https://www.profootballarchives.com/players/g/glod00200.html
Clyde Glosson,Texas-El,Paso,1,1970,1970,11,https://www.profootballarchives.com/players/g/glos00200.html
Andrew Glover,Grambling,State,10,1991,2000,154,https://www.profootballarchives.com/players/g/glov00200.html
Clyde Glover,Walla,Walla,CC;,Fresno,State,1,https://www.profootballarchives.com/players/g/glov00400.html
Kevin Glover,Maryland,15,1985,1999,191,175,https://www.profootballarchives.com/players/g/glov00600.html
La'Roi Glover,San,Diego,State,13,1996,2008,https://www.profootballarchives.com/players/g/glov00700.html
LaVar Glover,Cincinnati,1,2002,2002,2,0,https://www.profootballarchives.com/players/g/glov00720.html
Phil Glover,Washington,State;,Utah,2,1999,2000,https://www.profootballarchives.com/players/g/glov00750.html
Rich Glover,Nebraska,2,1973,1975,27,20,https://www.profootballarchives.com/players/g/glov00800.html
Travis Glover,Georgia,State,1,2024,2024,7,https://www.profootballarchives.com/players/g/glov01300.html
Tay Glover-Wright,Eastern,Arizona,JC;,Utah,State,1,https://www.profootballarchives.com/players/g/glov01600.html
Mark Glowinski,Lackawanna,JC;,West,Virginia,10,2015,https://www.profootballarchives.com/players/g/glow00200.html
Larry Glueck,Villanova,3,1963,1965,37,0,https://www.profootballarchives.com/players/g/glue00200.html
Junior Glymph,Carson-Newman,3,2004,2006,8,0,https://www.profootballarchives.com/players/g/glym00200.html
Paul Goad,Tulane;,Abilene,Christian,1,1956,1956,https://www.profootballarchives.com/players/g/goad00200.html
Tim Goad,North,Carolina,9,1988,1996,141,https://www.profootballarchives.com/players/g/goad00400.html
Art Gob,Pittsburgh,3,1959,1960,16,7,https://www.profootballarchives.com/players/g/gob000200.html
Les Goble,Alfred,2,1954,1955,21,1,https://www.profootballarchives.com/players/g/gobl00200.html
Chris Gocong,Cal,Poly,(San,Luis,Obispo),5,https://www.profootballarchives.com/players/g/goco00200.html
Davon Godchaux,Louisiana,State,8,2017,2024,120,https://www.profootballarchives.com/players/g/godc00200.html
Ed Goddard,Washington,State,3,1937,1938,19,https://www.profootballarchives.com/players/g/godd00400.html
Johnathan Goddard,Marshall,1,2005,2005,1,0,https://www.profootballarchives.com/players/g/godd00430.html
Na'Shan Goddard,South,Carolina,1,2008,2008,2,https://www.profootballarchives.com/players/g/godd00440.html
Charles Godfrey,Iowa,9,2008,2015,95,75,https://www.profootballarchives.com/players/g/godf00170.html
Chris Godfrey,Michigan,6,1980,1988,65,47,https://www.profootballarchives.com/players/g/godf00200.html
Herb Godfrey,Washington,State,1,1942,1942,3,https://www.profootballarchives.com/players/g/godf00400.html
Randall Godfrey,Georgia,12,1996,2007,170,149,https://www.profootballarchives.com/players/g/godf00600.html
Bill Godwin,Georgia,2,1947,1948,24,15,https://www.profootballarchives.com/players/g/godw00200.html
Chris Godwin,Penn,State,8,2017,2024,111,https://www.profootballarchives.com/players/g/godw00250.html
Terry Godwin,Georgia,1,2020,2020,3,0,https://www.profootballarchives.com/players/g/godw00380.html
Walt Godwin,Georgia,Tech,1,1929,1929,9,https://www.profootballarchives.com/players/g/godw00400.html
Leo Goeas,Hawaii,8,1990,1997,111,81,https://www.profootballarchives.com/players/g/goea00200.html
Brad Goebel,Baylor,3,1991,1994,7,2,https://www.profootballarchives.com/players/g/goeb00100.html
Hank Goebel,Fullerton,State,1,1987,1987,3,https://www.profootballarchives.com/players/g/goeb00200.html
Joe Goebel,UCLA,1,1987,1987,2,0,https://www.profootballarchives.com/players/g/goeb00400.html
Paul Goebel,Michigan,4,1923,1926,36,34,https://www.profootballarchives.com/players/g/goeb00600.html
George Goeddeke,Notre,Dame,6,1967,1972,66,https://www.profootballarchives.com/players/g/goed00200.html
Luke Goedeke,Central,Michigan,3,2022,2024,41,https://www.profootballarchives.com/players/g/goed00450.html
Dallas Goedert,South,Dakota,State,7,2018,2024,https://www.profootballarchives.com/players/g/goed00500.html
Art Goerke,none,1,1921,1921,1,1,https://www.profootballarchives.com/players/g/goer00050.html
Travis Goethel,Arizona,State,2,2010,2012,16,https://www.profootballarchives.com/players/g/goet00030.html
Gus Goetz,Michigan,3,1922,1926,14,12,https://www.profootballarchives.com/players/g/goet00200.html
Clark Goff,Florida,1,1940,1940,11,5,https://www.profootballarchives.com/players/g/goff00200.html
Jared Goff,California,9,2016,2024,134,134,https://www.profootballarchives.com/players/g/goff00240.html
Jonathan Goff,Vanderbilt,3,2008,2010,37,20,https://www.profootballarchives.com/players/g/goff00280.html
Mike Goff,Iowa,12,1998,2009,171,154,https://www.profootballarchives.com/players/g/goff00300.html
Robert Goff,Butler,CC;,Auburn,9,1988,1996,https://www.profootballarchives.com/players/g/goff00400.html
Willard Goff,Dodge,City,CC;,Illinois;,West,Texas,https://www.profootballarchives.com/players/g/goff00600.html
Derrel Gofourth,Oklahoma,State,8,1977,1984,116,https://www.profootballarchives.com/players/g/gofo00400.html
Kevin Gogan,Washington,14,1987,2000,213,179,https://www.profootballarchives.com/players/g/goga00200.html
Keith Goganious,Penn,State,5,1992,1996,74,https://www.profootballarchives.com/players/g/goga00400.html
Charlie Gogolak,Princeton,6,1966,1972,55,0,https://www.profootballarchives.com/players/g/gogo00200.html
Pete Gogolak,Cornell,11,1964,1974,149,0,https://www.profootballarchives.com/players/g/gogo00400.html
Dan Goich,West,Hills,CC;,California,5,1969,https://www.profootballarchives.com/players/g/goic00200.html
Nick Goings,Ohio,State;,Pittsburgh,8,2001,2008,https://www.profootballarchives.com/players/g/goin00350.html
Ian Gold,Michigan,8,2000,2007,115,80,https://www.profootballarchives.com/players/g/gold00060.html
Adam Goldberg,Wyoming,8,2004,2011,111,66,https://www.profootballarchives.com/players/g/gold00090.html
Bill Goldberg,Georgia,3,1992,1994,14,1,https://www.profootballarchives.com/players/g/gold00110.html
Marshall Goldberg,Pittsburgh,8,1939,1948,76,67,https://www.profootballarchives.com/players/g/gold00200.html
Brittan Golden,West,Texas,A&M,4,2013,2017,https://www.profootballarchives.com/players/g/gold00260.html
Jack Golden,Oklahoma,State,4,2000,2003,49,https://www.profootballarchives.com/players/g/gold00360.html
Markus Golden,Hutchinson,CC;,Missouri,10,2015,2023,https://www.profootballarchives.com/players/g/gold00400.html
Robert Golden,Arizona,6,2012,2017,92,12,https://www.profootballarchives.com/players/g/gold00420.html
Tim Golden,Florida,4,1982,1985,42,1,https://www.profootballarchives.com/players/g/gold00500.html
Charles Goldenberg,Wisconsin,13,1933,1945,121,69,https://www.profootballarchives.com/players/g/gold00600.html
Joe Golding,Oklahoma,5,1947,1951,57,53,https://www.profootballarchives.com/players/g/gold00800.html
Zack Golditch,Colorado,State,1,2018,2018,2,https://www.profootballarchives.com/players/g/gold00850.html
Eddie Goldman,Florida,State,7,2015,2024,98,https://www.profootballarchives.com/players/g/gold00900.html
Sam Goldman,Ohio,State;,Samford,5,1944,1949,https://www.profootballarchives.com/players/g/gold01000.html
John Goldsberry,Indiana,2,1949,1950,21,11,https://www.profootballarchives.com/players/g/gold01200.html
Earl Goldsmith,Purdue,2,1921,1922,7,6,https://www.profootballarchives.com/players/g/gold01400.html
Wen Goldsmith,Emporia,State,1,1940,1940,1,https://www.profootballarchives.com/players/g/gold01600.html
Dashon Goldson,Coffeyville,CC;,Washington,10,2007,2016,https://www.profootballarchives.com/players/g/gold01700.html
Al Goldstein,North,Carolina,1,1960,1960,14,https://www.profootballarchives.com/players/g/gold01800.html
Goldy Goldstein,Florida,1,1926,1926,4,3,https://www.profootballarchives.com/players/g/gold02000.html
Ralph Goldston,Indiana;,Youngstown,State,3,1952,1955,https://www.profootballarchives.com/players/g/gold02200.html
Archie Golembeski,Holy,Cross,3,1925,1929,28,https://www.profootballarchives.com/players/g/gole00200.html
John Golemgeske,Wisconsin,4,1937,1940,42,26,https://www.profootballarchives.com/players/g/gole00400.html
Bob Golic,Notre,Dame,14,1979,1992,187,https://www.profootballarchives.com/players/g/goli00200.html
Mike Golic,Notre,Dame,9,1986,1993,115,https://www.profootballarchives.com/players/g/goli00400.html
Kenny Golladay,North,Dakota;,Northern,Illinois,6,2017,https://www.profootballarchives.com/players/g/goll00120.html
Rudy Gollomb,Wisconsin;,Carroll,(Wisconsin),1,1936,1936,https://www.profootballarchives.com/players/g/goll00200.html
Gene Golsen,Georgetown,(DC),1,1926,1926,4,https://www.profootballarchives.com/players/g/gols00200.html
Tom Golsen,Georgetown,(DC),1,1926,1926,1,https://www.profootballarchives.com/players/g/gols00400.html
Jerry Golsteyn,Northern,Illinois,6,1977,1983,21,https://www.profootballarchives.com/players/g/gols00600.html
Chauncey Golston,Iowa,4,2021,2024,64,16,https://www.profootballarchives.com/players/g/gols00750.html
Kedric Golston,Georgia,11,2006,2016,142,53,https://www.profootballarchives.com/players/g/gols00800.html
Rick Goltz,Simon,Fraser,1,1987,1987,1,https://www.profootballarchives.com/players/g/golt00200.html
Chris Golub,Kansas,1,1977,1977,1,0,https://www.profootballarchives.com/players/g/golu00200.html
DeJon Gomes,San,Francisco,CC;,Nebraska,3,2011,https://www.profootballarchives.com/players/g/gome00020.html
Bill Gompers,Notre,Dame,1,1948,1948,14,https://www.profootballarchives.com/players/g/gomp00200.html
Matt Goncalves,Pittsburgh,1,2024,2024,17,9,https://www.profootballarchives.com/players/g/gonc00150.html
George Gonda,Duquesne,1,1942,1942,5,1,https://www.profootballarchives.com/players/g/gond00200.html
Matt Gono,Wesley,2,2019,2020,21,4,https://www.profootballarchives.com/players/g/gono00200.html
Goose Gonsoulin,Baylor,8,1960,1967,110,95,https://www.profootballarchives.com/players/g/gons00200.html
Bob Gonya,Northwestern,2,1933,1934,11,2,https://www.profootballarchives.com/players/g/gony00200.html
John Gonzaga,none,11,1956,1966,134,78,https://www.profootballarchives.com/players/g/gonz00200.html
Noe Gonzales,Texas,State,1,1974,1974,2,https://www.profootballarchives.com/players/g/gonz00270.html
Anthony Gonzalez,Ohio,State,5,2007,2011,40,https://www.profootballarchives.com/players/g/gonz00320.html
Christian Gonzalez,Colorado;,Oregon,2,2023,2024,20,https://www.profootballarchives.com/players/g/gonz00327.html
Joaquin Gonzalez,Miami,(Florida),4,2002,2005,46,https://www.profootballarchives.com/players/g/gonz00370.html
Leon Gonzalez,Bethune-Cookman,2,1985,1987,13,0,https://www.profootballarchives.com/players/g/gonz00600.html
Pete Gonzalez,Pittsburgh,1,1999,1999,1,0,https://www.profootballarchives.com/players/g/gonz00900.html
Tony Gonzalez,California,17,1997,2013,270,254,https://www.profootballarchives.com/players/g/gonz01000.html
Zane Gonzalez,Arizona,State,7,2017,2024,68,https://www.profootballarchives.com/players/g/gonz02000.html
Jeff Gooch,Austin,Peay,State,9,1996,2004,https://www.profootballarchives.com/players/g/gooc00400.html
Denzelle Good,North,Carolina,State;,Mars,Hill,8,https://www.profootballarchives.com/players/g/good00155.html
Tom Good,Marshall,1,1966,1966,2,0,https://www.profootballarchives.com/players/g/good00200.html
Royce Goodbread,Florida,3,1930,1931,18,12,https://www.profootballarchives.com/players/g/good00600.html
Kelly Goodburn,Iowa,State;,Emporia,State,8,1987,https://www.profootballarchives.com/players/g/good00800.html
Brett Goode,Arkansas,10,2008,2017,152,0,https://www.profootballarchives.com/players/g/good00930.html
Cameron Goode,California,2,2023,2024,20,0,https://www.profootballarchives.com/players/g/good00950.html
Chris Goode,North,Alabama;,Alabama,7,1987,1993,https://www.profootballarchives.com/players/g/good01000.html
Conrad Goode,Missouri,3,1984,1987,35,4,https://www.profootballarchives.com/players/g/good01200.html
Don Goode,Kansas,8,1974,1981,112,80,https://www.profootballarchives.com/players/g/good01400.html
Irv Goode,Kentucky,12,1962,1974,162,135,https://www.profootballarchives.com/players/g/good01500.html
John Goode,Youngstown,State,2,1984,1985,30,https://www.profootballarchives.com/players/g/good01600.html
Kerry Goode,Alabama,2,1988,1989,15,5,https://www.profootballarchives.com/players/g/good01800.html
Najee Goode,West,Virginia,8,2012,2019,90,https://www.profootballarchives.com/players/g/good01900.html
Rob Goode,Texas,A&M,6,1949,1955,59,https://www.profootballarchives.com/players/g/good02000.html
Tom Goode,Mississippi,State,9,1962,1970,113,https://www.profootballarchives.com/players/g/good02200.html
Ahmad Gooden,Samford,1,2019,2019,4,0,https://www.profootballarchives.com/players/g/good02280.html
Tavares Gooden,Miami,(Florida),6,2008,2013,58,https://www.profootballarchives.com/players/g/good02430.html
Zaviar Gooden,Missouri,4,2013,2016,32,3,https://www.profootballarchives.com/players/g/good02460.html
Stephen Goodin,Nebraska-Kearney,1,2013,2013,1,0,https://www.profootballarchives.com/players/g/good02575.html
Julian Good-Jones,Iowa,State,1,2023,2023,1,https://www.profootballarchives.com/players/g/good02583.html
Daryl Goodlow,Oklahoma,1,1987,1987,2,2,https://www.profootballarchives.com/players/g/good02600.html
Eugene Goodlow,Kansas,State,4,1983,1986,54,https://www.profootballarchives.com/players/g/good02800.html
Andre' Goodman,South,Carolina,10,2002,2011,127,https://www.profootballarchives.com/players/g/good02950.html
Aubrey Goodman,Baylor;,Chicago,2,1926,1927,13,https://www.profootballarchives.com/players/g/good03000.html
Brian Goodman,Los,Angeles,Valley,JC;,UCLA,2,https://www.profootballarchives.com/players/g/good03200.html
Don Goodman,Cincinnati,1,1987,1987,3,0,https://www.profootballarchives.com/players/g/good03400.html
Harvey Goodman,Los,Angeles,CC;,Colorado,1,1976,https://www.profootballarchives.com/players/g/good03600.html
Hank Goodman,George,Washington;,West,Virginia,1,1942,https://www.profootballarchives.com/players/g/good03800.html
Herbert Goodman,Sequoias,JC;,Graceland,2,2000,2001,https://www.profootballarchives.com/players/g/good03830.html
John Goodman,Oklahoma,5,1981,1985,64,50,https://www.profootballarchives.com/players/g/good04000.html
Les Goodman,Yankton,2,1973,1974,19,2,https://www.profootballarchives.com/players/g/good04200.html
Malliciah Goodman,Clemson,5,2013,2016,37,11,https://www.profootballarchives.com/players/g/good04250.html
Richard Goodman,Florida,State,3,2010,2012,26,https://www.profootballarchives.com/players/g/good04320.html
Clyde Goodnight,Tulsa,7,1945,1950,63,55,https://www.profootballarchives.com/players/g/good04400.html
Owen Goodnight,Hardin-Simmons,1,1941,1941,10,1,https://www.profootballarchives.com/players/g/good04600.html
Dwayne Goodrich,Tennessee,2,2000,2002,16,1,https://www.profootballarchives.com/players/g/good04730.html
Mario Goodrich,Clemson,1,2023,2023,4,1,https://www.profootballarchives.com/players/g/good04767.html
Bob Goodridge,Vanderbilt,1,1968,1968,11,0,https://www.profootballarchives.com/players/g/good04800.html
Charlie Goodrum,Florida,A&M,7,1973,1979,95,https://www.profootballarchives.com/players/g/good05000.html
B.J. Goodson,Clemson,6,2016,2021,67,43,https://www.profootballarchives.com/players/g/good05160.html
Demetri Goodson,Gonzaga;,Baylor,3,2014,2016,26,https://www.profootballarchives.com/players/g/good05175.html
John Goodson,Texas,1,1982,1982,9,0,https://www.profootballarchives.com/players/g/good05200.html
Mike Goodson,Texas,A&M,5,2009,2013,42,https://www.profootballarchives.com/players/g/good05250.html
Tyler Goodson,Iowa,2,2023,2024,22,1,https://www.profootballarchives.com/players/g/good05297.html
Dan Goodspeed,Walsh;,Kent,State,1,2001,2001,https://www.profootballarchives.com/players/g/good05350.html
Joey Goodspeed,Notre,Dame,3,2002,2004,36,https://www.profootballarchives.com/players/g/good05370.html
Mark Goodspeed,Nebraska,1,1980,1980,3,0,https://www.profootballarchives.com/players/g/good05400.html
C.J. Goodwin,Bethany;,Fairmont,State;,California,(Pennsylvania),10,https://www.profootballarchives.com/players/g/good05540.html
Doug Goodwin,Maryland-Eastern,Shore,2,1966,1968,5,https://www.profootballarchives.com/players/g/good05600.html
Earl Goodwin,West,Texas,A&M;,Bucknell,1,1928,https://www.profootballarchives.com/players/g/good05800.html
Hunter Goodwin,Texas,A&M-Kingsville;,Texas,A&M,8,1996,https://www.profootballarchives.com/players/g/good05900.html
Jonathan Goodwin,Ohio,University;,Michigan,13,2002,2014,https://www.profootballarchives.com/players/g/good05920.html
Marquise Goodwin,Texas,10,2013,2023,113,43,https://www.profootballarchives.com/players/g/good05955.html
Myrl Goodwin,West,Texas,A&M;,Bucknell,1,1928,https://www.profootballarchives.com/players/g/good06000.html
Ronnie Goodwin,Baylor,6,1963,1968,56,42,https://www.profootballarchives.com/players/g/good06200.html
Tod Goodwin,West,Virginia,2,1935,1936,20,https://www.profootballarchives.com/players/g/good06400.html
Johnny Goodyear,Marquette,1,1942,1942,2,0,https://www.profootballarchives.com/players/g/good06600.html
Jim Goolsby,Mississippi,State,1,1940,1940,8,https://www.profootballarchives.com/players/g/gool00200.html
Mike Goolsby,Notre,Dame,1,2005,2005,2,https://www.profootballarchives.com/players/g/gool00400.html
Tom Goosby,Baldwin-Wallace,2,1963,1966,15,10,https://www.profootballarchives.com/players/g/goos00400.html
Ron Goovert,Michigan,State,1,1967,1967,14,https://www.profootballarchives.com/players/g/goov00200.html
Alex Gordon,Cincinnati,7,1987,1993,96,46,https://www.profootballarchives.com/players/g/gord00200.html
Amon Gordon,Stanford,7,2004,2011,33,6,https://www.profootballarchives.com/players/g/gord00210.html
Bobby Gordon,Tennessee,2,1958,1960,25,25,https://www.profootballarchives.com/players/g/gord00300.html
Charles Gordon,Kansas,3,2006,2008,33,6,https://www.profootballarchives.com/players/g/gord00370.html
Cletis Gordon,Jackson,State,4,2006,2009,31,https://www.profootballarchives.com/players/g/gord00390.html
Cornell Gordon,North,Carolina,A&T,State,8,1965,https://www.profootballarchives.com/players/g/gord00400.html
Darrien Gordon,Stanford,9,1993,2002,138,65,https://www.profootballarchives.com/players/g/gord00450.html
Dick Gordon,Michigan,State,11,1965,1974,115,https://www.profootballarchives.com/players/g/gord00500.html
Dillon Gordon,Louisiana,State,1,2016,2016,1,https://www.profootballarchives.com/players/g/gord00510.html
Dwayne Gordon,New,Hampshire,8,1993,2000,116,https://www.profootballarchives.com/players/g/gord00550.html
Ira Gordon,Phoenix,JC;,Kansas,State,6,1970,https://www.profootballarchives.com/players/g/gord00600.html
John Gordon,New,Mexico,State;,Hawaii,1,1972,https://www.profootballarchives.com/players/g/gord01000.html
Josh Gordon,Baylor;,Utah,10,2012,2022,77,https://www.profootballarchives.com/players/g/gord01020.html
Kyler Gordon,Washington,3,2022,2024,42,34,https://www.profootballarchives.com/players/g/gord01100.html
Lamar Gordon,North,Dakota,State,5,2002,2006,https://www.profootballarchives.com/players/g/gord01150.html
Larry Gordon,Arizona,State,7,1976,1982,100,https://www.profootballarchives.com/players/g/gord01200.html
Lennox Gordon,New,Mexico,2,1999,2000,17,https://www.profootballarchives.com/players/g/gord01300.html
Lou Gordon,Illinois,10,1930,1938,81,56,https://www.profootballarchives.com/players/g/gord01400.html
Melvin Gordon,Wisconsin,9,2015,2023,112,94,https://www.profootballarchives.com/players/g/gord01420.html
Richard Gordon,Miami,(Florida),6,2011,2015,35,https://www.profootballarchives.com/players/g/gord01530.html
Sonny Gordon,Ohio,State,1,1987,1987,7,https://www.profootballarchives.com/players/g/gord01600.html
Steve Gordon,California,1,1998,1998,13,1,https://www.profootballarchives.com/players/g/gord01700.html
Tim Gordon,Tulsa,6,1987,1992,67,41,https://www.profootballarchives.com/players/g/gord01800.html
John Gordy,Tennessee,10,1957,1967,134,129,https://www.profootballarchives.com/players/g/gord02000.html
Josh Gordy,Central,Michigan,5,2010,2014,59,https://www.profootballarchives.com/players/g/gord10600.html
Derrick Gore,Coffeyville,CC;,Alabama;,Louisiana-Monroe,2,2021,https://www.profootballarchives.com/players/g/gore00110.html
Frank Gore,Miami,(Florida),16,2005,2020,241,https://www.profootballarchives.com/players/g/gore00150.html
Gordon Gore,Southwestern,Oklahoma,State,1,1939,1939,https://www.profootballarchives.com/players/g/gore00200.html
Stacy Gore,Arkansas,State,1,1987,1987,3,https://www.profootballarchives.com/players/g/gore00400.html
Chuck Gorecki,Boston,College,1,1987,1987,3,https://www.profootballarchives.com/players/g/gore00600.html
Alex Gorgal,none,1,1923,1923,5,2,https://www.profootballarchives.com/players/g/gorg00200.html
Ken Gorgal,Purdue,6,1950,1956,58,43,https://www.profootballarchives.com/players/g/gorg00400.html
Pete Gorgone,Muhlenberg,1,1946,1946,8,4,https://www.profootballarchives.com/players/g/gorg00600.html
Brandon Gorin,Purdue,5,2003,2009,48,27,https://www.profootballarchives.com/players/g/gori00100.html
Walt Gorinski,Louisiana,State,1,1946,1946,5,https://www.profootballarchives.com/players/g/gori00200.html
Doc Gorman,St.,Louis,2,1921,1922,2,https://www.profootballarchives.com/players/g/gorm00200.html
Earl Gorman,none,3,1922,1924,23,16,https://www.profootballarchives.com/players/g/gorm00400.html
Tom Gormley,Villanova;,Ursinus;,Catholic;,Georgetown,(DC),3,https://www.profootballarchives.com/players/g/gorm00800.html
Danny Gorrer,Texas,A&M,6,2009,2014,37,https://www.profootballarchives.com/players/g/gorr00150.html
Charley Gorrill,Ohio,State,1,1926,1926,6,https://www.profootballarchives.com/players/g/gorr00200.html
Antonio Goss,North,Carolina,7,1989,1996,92,https://www.profootballarchives.com/players/g/goss00100.html
Don Goss,Southern,Methodist,1,1956,1956,8,https://www.profootballarchives.com/players/g/goss00200.html
Jason Goss,Texas,Christian,1,2003,2003,4,https://www.profootballarchives.com/players/g/goss00220.html
Gene Gossage,Cincinnati;,Northwestern,3,1960,1962,40,https://www.profootballarchives.com/players/g/goss00400.html
Bruce Gossett,Clarion;,Ferrum,JC;,Duquesne;,Richmond,11,https://www.profootballarchives.com/players/g/goss00600.html
Colby Gossett,Appalachian,State,3,2018,2022,35,https://www.profootballarchives.com/players/g/goss00650.html
Jeff Gossett,Eastern,Illinois,16,1981,1996,212,https://www.profootballarchives.com/players/g/goss00800.html
Stephen Gostkowski,Memphis,15,2006,2020,219,0,https://www.profootballarchives.com/players/g/gost00200.html
Preston Gothard,Alabama,4,1985,1988,50,33,https://www.profootballarchives.com/players/g/goth00200.html
Len Gotshalk,Santa,Rosa,JC;,Cal,Poly,(Humboldt),https://www.profootballarchives.com/players/g/gots00200.html
Adam Gotsis,Georgia,Tech,9,2016,2024,127,https://www.profootballarchives.com/players/g/gots00400.html
Ben Gottschalk,Southern,Methodist,1,2016,2016,2,https://www.profootballarchives.com/players/g/gott00390.html
Darren Gottschalk,California,Lutheran,1,1987,1987,1,https://www.profootballarchives.com/players/g/gott00400.html
Anthony Gould,Oregon,State,1,2024,2024,8,https://www.profootballarchives.com/players/g/goul00110.html
Robbie Gould,Penn,State,18,2005,2022,266,https://www.profootballarchives.com/players/g/goul00600.html
Richard Gouraige,Florida,1,2024,2024,1,0,https://www.profootballarchives.com/players/g/gour00100.html
Kurt Gouveia,Brigham,Young,13,1987,1999,183,https://www.profootballarchives.com/players/g/gouv00200.html
Paul Governali,Columbia,4,1946,1948,31,20,https://www.profootballarchives.com/players/g/gove00200.html
Tay Gowan,Mmiai,(Ohio);,Butler,CC;,Central,Florida,https://www.profootballarchives.com/players/g/gowa00400.html
Cornell Gowdy,Morgan,State,3,1986,1988,32,https://www.profootballarchives.com/players/g/gowd00200.html
Toby Gowin,North,Texas,8,1997,2004,127,https://www.profootballarchives.com/players/g/gowi00200.html
Brian Gowins,Northwestern,1,1999,1999,2,0,https://www.profootballarchives.com/players/g/gowi00400.html
Hippo Gozdowski,none,1,1922,1922,4,0,https://www.profootballarchives.com/players/g/gozd00200.html
Ted Grabinski,Duquesne,2,1939,1940,22,11,https://www.profootballarchives.com/players/g/grab00200.html
Tylan Grable,Jacksonville,State;,Central,Florida,1,2024,https://www.profootballarchives.com/players/g/grab00360.html
Gene Grabosky,Penn,State;,Syracuse,1,1960,1960,https://www.profootballarchives.com/players/g/grab00400.html
Jim Grabowski,Illinois,6,1966,1971,75,41,https://www.profootballarchives.com/players/g/grab00600.html
Jermaine Grace,Miami,(Florida),4,2017,2019,24,https://www.profootballarchives.com/players/g/grac00120.html
Les Grace,Temple,1,1930,1930,1,0,https://www.profootballarchives.com/players/g/grac00200.html
Steve Grace,Arizona,1,2002,2002,1,0,https://www.profootballarchives.com/players/g/grac00220.html
Sam Graddy,Tennessee,5,1987,1992,43,1,https://www.profootballarchives.com/players/g/grad00200.html
Randy Gradishar,Ohio,State,10,1974,1983,145,https://www.profootballarchives.com/players/g/grad00400.html
Bruce Gradkowski,Toledo,8,2006,2014,37,20,https://www.profootballarchives.com/players/g/grad00500.html
Gino Gradkowski,West,Virginia;,Delaware,6,2012,2018,https://www.profootballarchives.com/players/g/grad00520.html
Garry Grady,Eastern,Michigan,1,1969,1969,2,https://www.profootballarchives.com/players/g/grad00600.html
Dave Graf,Penn,State,6,1975,1981,71,https://www.profootballarchives.com/players/g/graf00400.html
Rick Graf,Wisconsin,7,1987,1993,73,30,https://www.profootballarchives.com/players/g/graf00600.html
Neil Graff,Wisconsin,3,1974,1977,29,2,https://www.profootballarchives.com/players/g/graf00800.html
Chris Gragg,Arkansas,3,2013,2015,32,10,https://www.profootballarchives.com/players/g/grag00140.html
Scott Gragg,Montana,11,1995,2005,172,149,https://www.profootballarchives.com/players/g/grag00200.html
Aaron Graham,Nebraska,6,1996,2002,92,40,https://www.profootballarchives.com/players/g/grah00100.html
Al Graham,none,10,1925,1933,73,61,https://www.profootballarchives.com/players/g/grah00200.html
Art Graham,Boston,College,6,1963,1968,75,https://www.profootballarchives.com/players/g/grah00400.html
Ben Graham,Deakin,11,2005,2012,99,0,https://www.profootballarchives.com/players/g/grah00550.html
Bill Graham,Texas,6,1982,1987,69,45,https://www.profootballarchives.com/players/g/grah00600.html
Brandon Graham,Michigan,15,2010,2024,206,106,https://www.profootballarchives.com/players/g/grah00750.html
Clare Graham,none,1,1928,1928,2,1,https://www.profootballarchives.com/players/g/grah00800.html
